SKN,Name,Lat_DD,Lon_DD,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,NorthingY,EastingX,ElevFT,ElevM,Observer,MinYear,MaxYear,StationStatus,DataSources
830.6,Gage 4 Mink,21.46682946,-157.9339192,21,28,0.6,157,56,2.1,2374190.443,610453.044,1560,476,USGS,1957,1957,Discontinued,State
831,Field 3c,21.42016569,-157.9805866,21,25,12.6,157,58,50.1,2368992.953,605651.208,370,113,OAHU SUGAR,1948,1966,Discontinued,State
831.2,Field 4113 Makai,21.4246099,-157.9791977,21,25,28.6,157,58,45.1,2369485.824,605791.962,390,119,HAWAIIAN PINE,1955,1961,Discontinued,State
832.1,Waiawa Ditch,21.46349681,-157.9639192,21,27,48.6,157,57,50.1,2373800.674,607347.032,1240,378,A LISTER,1907,1909,Discontinued,State
832.3,Kipapa (750),21.47183004,-157.9805855,21,28,18.6,157,58,50.1,2374711.758,605614.116,750,229,OAHU SUGAR,1925,1937,Discontinued,State
832.7,Gate House #1,21.46016367,-157.9672526,21,27,36.6,157,58,2.1,2373429.44,607004.069,1010,308,KOA RIDGE FARMS,1960,1976,Discontinued,State
832.8,Main House,21.46433004,-157.9600303,21,27,51.6,157,57,36.1,2373895.578,607749.376,1140,348,KOA RIDGE FARM,1960,1978,Discontinued,State
834,Gage 7,21.42016518,-157.9589202,21,25,12.6,157,57,32.1,2369007.645,607896.877,460,140,LIBBY,1947,1948,Discontinued,State
834.12,P Palisades,21.43377508,-157.9297533,21,26,1.6,157,55,47.1,2370534.504,610909.692,1040,317,BURGAN BOB,1971,1975,Discontinued,State
834.13,Waiawa Cf*,21.44,-157.97,21,26,24,157,58,12,2371195.611,606734.06,773,236,Hydronet,1992,Present,Current,Hydronet
834.3,Waimano 1,21.4251643,-157.9289202,21,25,30.6,157,55,44.1,2369581.944,611002.544,1050,320,BWS,1950,1974,Discontinued,State
834.4,Waimano 2,21.43349684,-157.9005867,21,26,0.6,157,54,2.1,2370524.622,613932.713,1200,366,BWS,1950,1954,Discontinued,State
834.6,Gage 15,21.43016448,-157.9472533,21,25,48.6,157,56,50.1,2370122.559,609098.698,480,146,LIBBY,1926,1929,Discontinued,State
834.8,Field 545,21.44488639,-157.9611418,21,26,41.6,157,57,40.1,2371742.554,607648.482,800,244,OAHU SUGAR,1966,1983,Discontinued,State
834.9,Field 550,21.45099744,-157.9700305,21,27,3.6,157,58,12.1,2372412.917,606722.897,800,244,OAHU SUGAR,1966,1969,Discontinued,State
835,Field 71,21.41488766,-157.9555869,21,24,53.6,157,57,20.1,2368425.763,608246.256,430,131,OAHU SUGAR,1948,1967,Discontinued,State
835.1,Momilani,21.41016574,-157.9566981,21,24,36.6,157,57,24.1,2367902.32,608134.553,325,99,KAINUMA C,1972,1977,Discontinued,State
836.1,Waipio 1,21.46849598,-157.9289192,21,28,6.6,157,55,44.1,2374378.452,610969.859,1500,457,HSPA,1928,1947,Discontinued,State
837.2,Kaalaea,21.46627176,-157.8539196,21,27,58.6,157,51,14.1,2374187.278,618742.771,120,37,HASHIMOTO K,1968,1969,Discontinued,State
837.3,Kahaluu Mauka,21.45071629,-157.8222538,21,27,2.6,157,49,20.1,2372489.704,622036.879,20,6,HLYANE RICHARD,1967,1968,Discontinued,State
837.4,Heeia Fishpond,21.43377225,-157.8097541,21,26,1.6,157,48,35.1,2370623.854,623346.468,20,6,L L (BUD) HENRY,1977,1983,Discontinued,State
838.2,Haiku Plantation,21.4232174,-157.8169763,21,25,23.6,157,49,1.1,2369449.811,622606.76,110,34,GRANT STEMMERMANN,1968,1983,Discontinued,State
838.6,Holokuku,21.41738426,-157.8141987,21,25,2.6,157,48,51.1,2368806.281,622899.537,280,85,COOK MRS P,1969,1975,Discontinued,State
838.7,Haw Loa College,21.37794094,-157.7822557,21,22,40.6,157,46,56.1,2364465.411,626244.418,290,88,BOB WOOD,1970,1983,Discontinued,State
839.1,Ahuimanu,21.43349536,-157.8389205,21,26,0.6,157,50,20.1,2370570.534,620323.84,350,107,HR MACFARLANE,1891,1914,Discontinued,State
839.11,Waihee Ridge,21.44405106,-157.8666977,21,26,38.6,157,52,0.1,2371717.926,617436.532,574,175,USGS,1962,1988,Discontinued,State
839.13,Kalahaku,21.44571718,-157.8469757,21,26,44.6,157,50,49.1,2371917.268,619479.035,200,61,N GREENER,1971,1980,Discontinued,State
839.14,Club View,21.43127326,-157.8397538,21,25,52.6,157,50,23.1,2370323.919,620239.296,290,88,BORSUKIEWICZ D,1993,2000,Discontinued,State
839.3,Haiku,21.40627416,-157.8294766,21,24,22.6,157,49,46.1,2367564.554,621325.106,440,134,US NAVY,1952,1998,Discontinued,"State, USGS"
839.6,Kahaluu Field 18,21.45904935,-157.8325312,21,27,32.6,157,49,57.1,2373404.165,620964.96,20,6,LIBBY,1923,1925,Discontinued,State
839.9,Waihee Stream,21.44599541,-157.8666976,21,26,45.6,157,52,0.1,2371933.155,617434.985,520,159,USGS,1962,1988,Discontinued,State
841.11,PFR-6,21.54488715,-158.1950263,21,32,41.6,158,11,42.1,2382668.773,583354.588,2050,625,USGS,1962,1963,Discontinued,State
841.12,PFR-4,21.54599998,-158.1864143,21,32,45.6,158,11,11.1,2382796.576,584245.757,1610,491,USGS,1962,1963,Discontinued,State
841.13,PFR-3,21.55433597,-158.1783567,21,33,15.6,158,10,42.1,2383723.646,585075.292,1060,323,USGS,1962,1963,Discontinued,State
841.14,PFR-2,21.56017053,-158.1722446,21,33,36.6,158,10,20.1,2384372.812,585704.76,360,110,USGS,1962,1963,Discontinued,State
841.15,PFR-1,21.5685045,-158.1752991,21,34,6.6,158,10,31.1,2385293.611,585383.605,80,24,USGS,1962,1965,Discontinued,State
841.4,KP-5,21.57238571,-158.2669687,21,34,20.6,158,16,1.1,2385675.777,575890.368,880,268,USGS,1963,1964,Discontinued,State
841.5,KP-4,21.5643345,-158.2464082,21,33,51.6,158,14,47.1,2384794.766,578023.385,1200,366,USGS,1963,1964,Discontinued,State
841.6,KP-3,21.56155613,-158.2391876,21,33,41.6,158,14,21.1,2384490.867,578772.505,1300,396,USGS,1963,1964,Discontinued,State
841.7,KP-2,21.55405464,-158.2383571,21,33,14.6,158,14,18.1,2383660.967,578862.552,400,122,USGS,1963,1963,Discontinued,State
841.8,KP-1,21.54655329,-158.2391931,21,32,47.6,158,14,21.1,2382830.242,578780.037,45,14,USGS,1963,1965,Discontinued,State
841.9,Bowman Cottage,21.57822372,-158.2316838,21,34,41.6,158,13,54.1,2386339.572,579540.367,60,18,USGS,1963,1965,Discontinued,State
842.2,PFR-5,21.53238928,-158.1808591,21,31,56.6,158,10,51.1,2381293.044,584828.928,2190,668,USGS,1962,1963,Discontinued,State
842.3,PFR-7,21.5312785,-158.1778035,21,31,52.6,158,10,40.1,2381171.757,585146.024,2050,625,USGS,1965,1965,Discontinued,State
842.4,KR-3,21.53127972,-158.1636362,21,31,52.6,158,9,49.1,2381179.687,586613.254,1725,526,USGS,1963,1963,Discontinued,State
842.5,KR-4,21.52488988,-158.1689147,21,31,29.6,158,10,8.1,2380469.487,586070.353,2190,668,USGS,1962,1963,Discontinued,State
842.6,KR-5,21.51683387,-158.1644708,21,31,0.6,158,9,52.1,2379580.238,586535.375,2700,823,USGS,1962,1963,Discontinued,State
843.1,KR-1,21.55878144,-158.1505782,21,33,31.6,158,9,2.1,2384231.122,587949.029,240,73,USGS,1962,1963,Discontinued,State
843.2,KR-2,21.54183677,-158.1600238,21,32,30.6,158,9,36.1,2382350.24,586981.082,920,280,USGS,1962,1963,Discontinued,State
843.3,Dillingham Fld,21.57822697,-158.197241,21,34,41.6,158,11,50.1,2386357.913,583106.243,5,2,HAWAII NAT GUARD,1968,1969,Discontinued,State
843.5,Mokuleia,21.58100067,-158.1486336,21,34,51.6,158,8,55.1,2386691.649,588136.948,10,3,GW TEWKSBURY,1970,1975,Discontinued,State
843.7,Dillingham,21.57194444,-158.1986111,21,34,19,158,11,55,2385661.78,582967.972,102,31,RAWS,2004,Present,Current,RAWS
844.2,KR-7,21.50822256,-158.1480826,21,30,29.6,158,8,53.1,2378636.233,588237.982,3965,1209,USGS,1962,1963,Discontinued,State
844.3,KR-6,21.51100038,-158.1561379,21,30,39.6,158,9,22.1,2378939.178,587401.943,3200,976,USGS,1962,1963,Discontinued,State
844.4,KR-8,21.50711144,-158.1419717,21,30,25.6,158,8,31.1,2378516.708,588871.633,3960,1207,USGS,1963,1963,Discontinued,State
855.1,Waialua Ranch,21.54016191,-158.1022497,21,32,24.6,158,6,8.1,2382198.166,592965.112,160,49,HAWAIIAN PINE,1945,1949,Discontinued,State
855.2,Waialua,21.53849494,-158.0889166,21,32,18.6,158,5,20.1,2382021.652,594346.962,680,207,HAES,1938,1959,Discontinued,State
855.3,Poamoho Exp Farm*,21.54,-158.09,21,32,24,158,5,24,2382187.593,594233.792,722,220,Hydronet,1991,Present,Current,Hydronet
856.1,Burma Road,21.55377143,-158.0514167,21,33,13.6,158,3,5.1,2383735.763,598220.226,0,0,DOLE CORP,1965,1983,Discontinued,State
856.2,Helemano 856.2,21.567,-158.048,21,34,1.2,158,2,52.8,2385202.207,598565.088,819,250,NCDC_Daily,2006,2006,Discontinued,NCDC_Daily
857.2,Field 5  McCart,21.51460847,-158.086417,21,30,52.6,158,5,11.1,2379379.172,594621.294,960,293,USGS,1963,1965,Discontinued,State
857.4,Schofield Firebreak,21.50861111,-158.1147222,21,30,31,158,6,53,2378698.449,591693.265,1138,347,RAWS,2001,Present,Current,RAWS
858,Schofield Barracks,21.495,-158.0819444,21,29,42,158,4,55,2377211.43,595097.308,980,299,RAWS,1999,Present,Current,RAWS
860.1,Brodie 4 Fld 83,21.54682748,-158.0639166,21,32,48.6,158,3,50.1,2382959.31,596930.463,800,244,HAWAIIAN PINE,1927,1936,Discontinued,State
860.2,Brodie 4 Fld 75A,21.54682731,-158.0472503,21,32,48.6,158,2,50.1,2382969.74,598656.357,800,244,HAWAIIAN PINE,1930,1936,Discontinued,State
860.3,Brodie 2 Fld 84,21.5384944,-158.0455837,21,32,18.6,158,2,44.1,2382048.416,598834.586,960,293,HAWAIIAN PINE,1927,1936,Discontinued,State
860.4,Field 4447-48,21.54210567,-158.0747499,21,32,31.6,158,4,29.1,2382429.958,595811.714,820,250,PRI THORNE,1949,1949,Discontinued,State
865.1,Helemano,21.51682852,-158.027251,21,31,0.6,158,1,38.1,2379661.912,600748.104,890,271,HAES,1950,1952,Discontinued,State
865.2,Dm Field 204,21.50988437,-158.0214178,21,30,35.6,158,1,17.1,2378897.029,601357.109,960,293,DEL MONTE,1970,1980,Discontinued,State
867.1,Pri Opaeula,21.56849235,-158.0089167,21,34,6.6,158,0,32.1,2385392.625,602610.808,1285,392,PRI,1939,1949,Discontinued,State
867.2,Opaeula 26,21.56849241,-158.01475,21,34,6.6,158,0,53.1,2385388.802,602006.819,275,84,WAIALUA AG,1965,1993,Discontinued,State
867.3,Helemano 23 #3,21.56099276,-158.0091946,21,33,39.6,158,0,33.1,2384562.295,602587.311,1320,402,WAIALUA AG,1961,1971,Discontinued,State
867.4,Helemano 23 #4,21.55904833,-158.0005837,21,33,32.6,158,0,2.1,2384352.753,603480.323,1390,424,WAIALUA AG,1962,1985,Discontinued,State
867.6,Helemano 23 #2,21.56182617,-158.0219723,21,33,42.6,158,1,19.1,2384646.192,601263.642,1200,366,WAIALUA AG,1964,1971,Discontinued,State
867.7,Fld 4707 (Dole),21.56515952,-158.0350277,21,33,54.6,158,2,6.1,2385006.742,599909.526,1020,311,SCS-ARS,1972,1975,Discontinued,State
868,Opaeula 26 Bot,21.57738113,-158.0350273,21,34,38.6,158,2,6.1,2386359.574,599901.189,900,274,WAIALUA AG,1965,1970,Discontinued,State
869,Kawailoa Training Area,21.58722222,-158.0130556,21,35,14,158,0,47,2387463.16,602169.125,1274,388,RAWS,2004,2006,Discontinued,RAWS
874,Wahiawa Office,21.50016268,-158.0239179,21,30,0.6,158,1,26.1,2377819.304,601104.863,920,280,HAWAIIAN PINE,1943,1964,Discontinued,State
874.4,Pri-Eames,21.50849544,-158.0072514,21,30,30.6,158,0,26.1,2378752.543,602825.485,1130,345,PRI I KERN,1955,1966,Discontinued,State
874.5,Kemoo-Pri,21.5051625,-158.0328067,21,30,18.6,158,1,58.1,2378367.015,600180.651,920,280,PRI,1937,1949,Discontinued,State
875.2,Helemano Fld 24B,21.53516069,-157.9955844,21,32,6.6,157,59,44.1,2381711.899,604015.019,1320,402,HAWAIIAN PINE,1927,1930,Discontinued,State
875.3,Helemano Fld,21.54682688,-158.0139173,21,32,48.6,158,0,50.1,2382991.144,602108.205,1100,335,HAWAIIAN PINE,1931,1936,Discontinued,State
877.1,Wahiawa-Navy,21.51682834,-158.0050291,21,31,0.6,158,0,18.1,2379676.39,603049.806,1170,357,US NAVY,1944,1959,Discontinued,State
877.3,Kaukonahua Fld,21.51349512,-157.9972515,21,30,48.6,157,59,50.1,2379312.581,603857.766,1200,366,HAWAIIAN PINE,1927,1933,Discontinued,State
877.4,Helemano,21.51349512,-157.9972515,21,30,48.6,157,59,50.1,2379312.581,603857.766,1300,396,PRI,1948,1948,Discontinued,State
877.5,Helemano Mauka,21.54349361,-157.9989175,21,32,36.6,157,59,56.1,2382632.07,603663.907,1310,399,PRI,1948,1959,Discontinued,State
877.6,Pri Helemano,21.54349366,-158.005584,21,32,36.6,158,0,20.1,2382627.661,602973.528,1220,372,PRI,1965,1967,Discontinued,State
880.2,Kawai Iki Intake 880.2,21.567,-157.983,21,34,1.2,157,58,58.8,2385244.721,605295.35,1263,385,NCDC_Daily,1954,1973,Discontinued,NCDC_Daily
881.3,Opaeula 1,21.55377063,-157.9622506,21,33,13.6,157,57,44.1,2383794.479,607453.563,1850,564,HSPA,1928,1941,Discontinued,State
882,Wahiawa Mauka,21.5134947,-157.9455849,21,30,48.6,157,56,44.1,2379347.771,609209.47,1210,369,WAIALUA AG,1906,1953,Discontinued,"NCDC, State, State/NCDC"
882.1,N Fork,21.5134947,-157.9455849,21,30,48.6,157,56,44.1,2379347.771,609209.47,1150,351,USGS,1933,1936,Discontinued,State
882.2,Wahiawa Wci,21.53016066,-157.9472512,21,31,48.6,157,56,50.1,2381191.418,609024.434,1200,366,USGS,1914,1921,Discontinued,State
882.3,Poamoho #3,21.5315495,-157.950029,21,31,53.6,157,57,0.1,2381343.215,608735.703,1884,574,USGS,1967,1988,Discontinued,State
883.1,Marsh,21.53182696,-157.9222512,21,31,54.6,157,55,20.1,2381393.536,611612.425,2580,787,HSPA,1931,1947,Discontinued,State
883.11,Opaeula 2,21.55849224,-157.9239173,21,33,30.6,157,55,26.1,2384344.039,611419.507,2800,854,HSPA,1939,1944,Discontinued,State
883.12,Poamoho No. 1,21.53386111,-157.9213889,21,32,1.9,157,55,17,2381619.322,611700.177,2480,756,USGS,1967,Present,Current,"State, USGS, USGS/State"
883.2,Kaipapau,21.5818243,-157.9422499,21,34,54.6,157,56,32.1,2386913.769,609503.626,2500,762,HSPA,1931,1944,Discontinued,State
883.4,Upper Marsh,21.5301603,-157.9194734,21,31,48.6,157,55,10.1,2381211.036,611901.398,2440,744,WAIALUA AG,1949,1957,Discontinued,State
883.5,Lower Marsh,21.53293799,-157.9208623,21,31,58.6,157,55,15.1,2381517.515,611755.423,2520,768,WAIALUA AG,1950,1957,Discontinued,State
883.8,Kahana,21.55515688,-157.8789176,21,33,18.6,157,52,44.1,2384007.664,616081.938,10,3,Z IGUSHI,1916,1923,Discontinued,State
883.9,Opaeula,21.54515957,-157.9189176,21,32,42.6,157,55,8.1,2382871.768,611947.46,2750,838,HSPA,1928,1938,Discontinued,State
884.1,Punaluu Valley,21.5584917,-157.9039174,21,33,30.6,157,54,14.1,2384358.406,613490.516,300,91,USGS,1915,1918,Discontinued,State
884.2,Punaluu Str #2,21.55876931,-157.8989174,21,33,31.6,157,53,56.1,2384392.784,614008.056,212,65,USGS,1967,1969,Discontinued,State
884.3,Punaluu #1,21.53599288,-157.9014178,21,32,9.6,157,54,5.1,2381869.724,613766.893,750,229,USGS,1967,1988,Discontinued,State
884.4,Punaluu,21.55644444,-157.899,21,33,23.2,157,53,56.4,2384135.372,614001.32,240,73,USGS,2003,Present,Current,USGS
885.1,Kaaawa Mauka,21.52515802,-157.8572517,21,31,30.6,157,51,26.1,2380703.196,618349.861,160,49,KUALOA RANCH,1948,1960,Discontinued,State
885.3,Waianae Uka 2,21.5068276,-157.9072517,21,30,24.6,157,54,26.1,2378637.049,613185.283,2350,716,HSPA,1928,1946,Discontinued,State
885.4,Waianae Uka 3,21.50682748,-157.9022517,21,30,24.6,157,54,8.1,2378640.666,613703.223,2100,640,HSPA,1933,1941,Discontinued,State
885.5,Kaaawa-HSPA,21.52821311,-157.8553073,21,31,41.6,157,51,19.1,2381042.857,618548.775,75,23,HSPA,1967,1974,Discontinued,State
885.6,Kualoa Ranch 885.6,21.525,-157.85,21,31,30,157,50,60,2380691.218,619101.093,817,249,NCDC_Daily,1996,Present,Current,NCDC_Daily
885.7,Oahu Forest Nwr,21.49944444,-157.9002778,21,29,58,157,54,1,2377824.842,613913.446,2293,699,RAWS,2006,Present,Current,RAWS
886.1,Hakipuu,21.5084922,-157.8555853,21,30,30.6,157,51,20.1,2378859.624,618535.977,45,14,KUALOA RANCH,1948,1960,Discontinued,State
886.5,Kualoa 886.5,21.517,-157.85,21,31,1.2,157,50,60,2379805.65,619107.614,404,123,NCDC_Daily,1926,1941,Discontinued,NCDC_Daily
886.6,Waikane System,21.49682633,-157.8622521,21,29,48.6,157,51,44.1,2377563.222,617854.778,75,23,USGS,1994,Present,Current,USGS
886.7,Waiahole Stream,21.47182752,-157.8705858,21,28,18.6,157,52,14.1,2374789.721,617011.421,240,73,USGS,1960,1968,Discontinued,State
888.1,Opaeula,21.5834924,-158.0739154,21,35,0.6,158,4,26.1,2387011.599,595870.918,430,131,WAIALUA AG,1960,1970,Discontinued,State
889,Anahulu River,21.586548,-158.0822487,21,35,11.6,158,4,56.1,2387344.719,595006.183,205,63,USGS,1967,1971,Discontinued,State
892.1,Kawailoa Kai,21.62987897,-158.0719699,21,37,47.6,158,4,19.1,2392147.391,596041.707,15,5,R R ROBERTS,1976,2000,Discontinued,State
894.3,Kawailoa 20 Mau,21.59182467,-158.0239159,21,35,30.6,158,1,26.1,2387965.528,601041.585,1130,345,WAIALUA AG,1960,1981,Discontinued,State
896,Pupukea Farm,21.64515601,-158.0422477,21,38,42.6,158,2,32.1,2393857.105,599107.436,670,204,HSPA,1932,1948,Discontinued,State
896.4,Pupukea Hts,21.64126692,-158.0294701,21,38,28.6,158,1,46.1,2393434.819,600432.434,900,274,WHEELER JACK,1968,1983,Discontinued,State
896.6,Sunset Beach,21.67626349,-158.0389133,21,40,34.5,158,2,20.1,2397302.612,599431.179,0,0,V VALATINE,1969,1974,Discontinued,State
896.7,Kanalani-Pupukea,21.64293373,-158.0364145,21,38,34.6,158,2,11.1,2393614.849,599712.619,750,229,R T MCDONALD,1974,1983,Discontinued,State
897.1,Kamananui Stream,21.62043425,-158.0150263,21,37,13.6,158,0,54.1,2391138.196,601941.83,590,180,USGS,1963,2003,Discontinued,"State, USGS"
897.11,Kamananui,21.62238889,-158.0143056,21,37,20.6,158,0,51.5,2391355.034,602015.054,720,220,USGS,2003,Present,Current,USGS
897.2,Waimea 25 #1,21.61071319,-158.0403042,21,36,38.6,158,2,25.1,2390045.789,599332.101,791,241,WAIALUA AG,1963,1971,Discontinued,State
897.3,Waimea 25 #2,21.60626852,-158.0266932,21,36,22.6,158,1,36.1,2389562.552,600744.067,990,302,WAIALUA AG,1963,1976,Discontinued,State
897.4,Waimea #3,21.61349052,-158.0289153,21,36,48.6,158,1,44.1,2390360.535,600509.058,950,290,WAIALUA AG,1963,1971,Discontinued,State
897.5,Kawailoa 22 #1,21.60043549,-158.0291933,21,36,1.6,158,1,45.1,2388915.263,600489.3,1000,305,WAIALUA AG,1961,1963,Discontinued,State
897.6,Kawailoa 22 #2,21.60154674,-158.0375266,21,36,5.6,158,2,15.1,2389032.911,599625.89,820,250,WAIALUA AG,1961,1963,Discontinued,State
897.7,Kawailoa 22 #3,21.60599119,-158.043082,21,36,21.6,158,2,35.1,2389521.33,599047.784,760,232,WAIALUA AG,1962,1976,Discontinued,State
897.8,Kawailoa 21,21.59904639,-158.0164158,21,35,56.6,158,0,59.1,2388769.805,601812.98,1160,354,WAIALUA AG,1960,1971,Discontinued,State
898.1,Anahulu,21.59182388,-157.9705828,21,35,30.6,157,58,14.1,2388001.004,606562.909,1940,591,HSPA,1935,1942,Discontinued,State
898.2,Waimea,21.61015665,-158.0022488,21,36,36.6,158,0,8.1,2390008.969,603271.659,1250,381,HSPA,1928,1935,Discontinued,State
898.3,Kaiwikoele Str,21.61210144,-158.0203043,21,36,43.6,158,1,13.1,2390212.364,601401.344,730,223,USGS,1968,1971,Discontinued,State
899.2,Pineapple Field,21.6601538,-157.9639144,21,39,36.6,157,57,50.1,2395569.312,607202.848,370,113,KAHUKU PLANT,1947,1957,Discontinued,State
899.3,Malaekahana Str,21.63459959,-157.9622483,21,38,4.6,157,57,44.1,2392741.752,607394.153,580,177,USGS,1968,1970,Discontinued,State
899.4,Laie Dry Land,21.65126564,-157.9483591,21,39,4.6,157,56,54.1,2394596.262,608819.137,400,122,KAHUKU PLANT,1961,1969,Discontinued,State
901.1,Malaekahana,21.66320708,-157.9339145,21,39,47.5,157,56,2.1,2395928.318,610304.847,5,2,DR JL ARNOLD,1976,1983,Discontinued,State
905.1,Kapaka Makai,21.60182117,-157.898083,21,36,6.6,157,53,53.1,2389159.038,614060.744,10,3,SWIFT GH,1967,1972,Discontinued,State
906.2,Kawela 2,21.68348609,-158.0072468,21,41,0.5,158,0,26.1,2398122.746,602702.42,490,149,KAHUKU PLANT,1928,1945,Discontinued,State
906.3,Kawela Mauka,21.66459852,-158.000303,21,39,52.6,158,0,1.1,2396036.622,603434.298,1050,320,HAWAII NAT GUARD,1965,1969,Discontinued,State
906.4,Field R,21.68515238,-157.9880803,21,41,6.5,157,59,17.1,2398320.013,604684.18,375,114,KAHUKU PLANTATION,1963,1969,Discontinued,State
907.1,Camp Kahuku,21.67015338,-157.9805806,21,40,12.6,157,58,50.1,2396664.789,605471.005,570,174,KAHUKU PLANTATION,1948,1951,Discontinued,State
907.3,Kahuku*,21.69,-157.98,21,41,24,157,58,48,2398862.097,605516.63,15,5,Hydronet,1991,Present,Current,Hydronet
909,Kahuku Training Area,21.67916667,-157.9894444,21,40,45,157,59,22,2397656.509,604547.37,596,182,RAWS,2000,Present,Current,RAWS
911.1,Kii,21.68833333,-157.9525,21,41,18,157,57,9,2398696.577,608362.916,5,2,RAWS,2003,Present,Current,RAWS
913,Field P,21.66987534,-157.9666918,21,40,11.6,157,58,0.1,2396643.519,606908.284,275,84,KAHUKU PLANTATION,1963,1969,Discontinued,State
914,Kahuku Upland Rain Gage,21.66682032,-157.985303,21,40,0.6,157,59,7.1,2396292.636,604984.792,584,178,USGS,1996,1997,Discontinued,USGS
926,Port Allen,21.89381249,-159.6010997,21,53,37.7,159,36,4,2421195.022,437907.068,30,9,FAA,1939,1950,Discontinued,State
928,Kalaheo Fld K-1,21.91353183,-159.5305388,21,54,48.7,159,31,49.9,2423350.877,445203.632,750,229,KAUAI PINE,1943,1964,Discontinued,State
928.2,Kukuiolono,21.90853209,-159.5372061,21,54,30.7,159,32,13.9,2422799.859,444513.053,750,229,MCBRYDE SUGAR,1951,1966,Discontinued,State
931.1,Lawai Beach,21.88853029,-159.5022065,21,53,18.7,159,30,7.9,2420573.67,448120.924,5,2,WD MCBRYDE,1904,1913,Discontinued,State
931.2,Lawai (Govt Rd),21.90186472,-159.5155392,21,54,6.7,159,30,55.9,2422054.19,446748.551,410,125,WD MCBRYDE,1902,1910,Discontinued,State
936.1,Field K-43,21.90686474,-159.4769277,21,54,24.7,159,28,36.9,2422594.744,450738.627,250,76,GROVE FARM,1950,1973,Discontinued,State
936.2,Koloa Field O,21.90853153,-159.4722054,21,54,30.7,159,28,19.9,2422777.729,451226.964,275,84,MCBRYDE SUGAR,1951,1963,Discontinued,State
936.3,Koloa (200),21.89686407,-159.4638729,21,53,48.7,159,27,49.9,2421483.666,452083.722,200,61,KOLOA MILL,1882,1886,Discontinued,State
936.4,Omao*,21.91,-159.48,21,54,36,159,28,48,2422942.767,450422.371,328,100,Hydronet,1994,Present,Current,Hydronet
945.1,Pali Trail,21.97603297,-159.6672114,21,58,33.7,159,40,2,2430324.24,431117.181,850,259,KEKAHA SUGAR,1911,1918,Discontinued,State
946,Waimea Hts,21.96638889,-159.6638889,21,57,59,159,39,50,2429255.236,431455.578,524,160,RAWS,2009,Present,Current,RAWS
966.4,Hanapepe*,21.94,-159.59,21,56,24,159,35,24,2426303.033,439073.335,363,111,Hydronet,1993,Present,Current,Hydronet
983.1,Kalaheo,21.93991953,-159.5202593,21,56,23.7,159,31,12.9,2426268.053,446275.269,1080,329,H FOSTER,1976,1977,Discontinued,State
985.1,Mcbryde Resi,21.9335313,-159.5322044,21,56,0.7,159,31,55.9,2425565.182,445039.275,825,252,WD MCBRYDE,1901,1913,Discontinued,State
990.4,Olokele Mauka,22.05351589,-159.515535,22,3,12.7,159,30,55.9,2438840.294,446805.512,2100,640,HAWAIIAN SUGAR,1911,1941,Discontinued,"NCDC, State, State/NCDC"
996,Kamooloa,21.9685298,-159.4749806,21,58,6.7,159,28,29.9,2429419.697,450960.884,720,220,MCBRYDE SUGAR,1907,1949,Discontinued,"NCDC, State, State/NCDC"
996.1,Koloa Ditch,21.97019634,-159.4722028,21,58,12.7,159,28,19.9,2429603.277,451248.25,700,213,LIHUE PLANTATION,1950,1957,Discontinued,State
1000,Mcbryde F609 K-4,21.95797526,-159.4672033,21,57,28.7,159,28,1.9,2428248.964,451760.297,540,165,MCBRYDE,1948,1983,Discontinued,State
1000.1,Knudsen,21.95408667,-159.4699812,21,57,14.7,159,28,11.9,2427819.421,451472.149,625,191,PRI,1938,1943,Discontinued,State
1007.5,Kipu Kai Gap,21.92408471,-159.3897071,21,55,26.7,159,23,22.9,2424475.345,459752.504,270,82,KIPU KAI RANCH,1959,1982,Discontinued,State
1014,Field L3a,21.98408135,-159.3819272,21,59,2.7,159,22,54.9,2431114.181,460572.542,320,98,LIHUE PLANTATION,1981,1983,Discontinued,State
1015.2,Field 11 Lihue,21.98685837,-159.3805382,21,59,12.7,159,22,49.9,2431421.206,460716.698,275,84,LIHUE PLANTATION,1947,1957,Discontinued,State
1015.3,Field L4,21.9846368,-159.3822049,21,59,4.7,159,22,55.9,2431175.734,460544.027,240,73,LIHUE PLANTATION,1960,1983,Discontinued,State
1019,Lihue Wso*,21.98,-159.34,21,58,48,159,20,24,2430652.22,464899.845,103,31,Hydronet,1991,Present,Current,Hydronet
1020.2,Field 36 Lihue,21.98684436,-159.3388729,21,59,12.6,159,20,19.9,2431409.545,465017.88,75,23,LIHUE PLANTATION,1947,1968,Discontinued,State
1025,Field 246-2,22.04853414,-159.7672094,22,2,54.7,159,46,2,2438398.001,420833.262,10,3,KEKAHA SUGAR,1946,1965,Discontinued,State
1029,Mana,22.02944444,-159.7622222,22,1,46,159,45,44,2436282.315,421337.354,86,26,RAWS,2009,Present,Current,RAWS
1032,Field A,22.02686904,-159.7572101,22,1,36.7,159,45,26,2435994.662,421853.22,35,11,KEKAHA SUGAR,1946,1965,Discontinued,State
1036,Puu Opae,22.04083333,-159.6958333,22,2,27,159,41,45,2437510.276,428194.803,2142,653,RAWS,2009,Present,Current,RAWS
1040.1,Pokii Ridge,22.00853231,-159.685544,22,0,30.7,159,41,8,2433930.007,429240.581,1650,503,KEKAHA SUGAR,1936,1939,Discontinued,State
